name,title,date,review_text
Natya Resort Ubud,На вилле была крыса! Вещи испорчены,09/01/2021,"В моём номере была огромная крыса!!! Во вторую ночь своего пребывания я слышала ночью сильный скрежет в комнате, но решила не выходить из балдахина. На следующую ночь всё повторилось снова, мы с молодым человеком включили свет и увидели гигантского размера крысу прямо в комнате!! Я позвонила на ресепшн, и к нам на виллу пришли два парня её словить, но это не увенчалось успехом! Но самое ужасное то, что телефон телефона, который лежал на тумбочке в нескольких сантиметрах от кровати бы погрызан! То есть крыса забралась на тумбочку и сидела в прямо возле моего лица, отделяемого лишь балдахином! Мы переночевали в другой комнате, а на следующее утро пришли собирать вещи и выселяться из отеля. Чемоданы были открыли, поэтому моя белая куртка была испорчена (крыса написала на неё),…"
Natya Resort Ubud,Incredible moment,08/01/2021,"best view,services, comforty room and the view so gorgeous,,, never wanna got outside from the room karena nyaman sekali ruangannya,, bisa pesan floating breakfast,,, thank you for compliment and a great food, a great moment,,"
Natya Resort Ubud,A stunning resort,08/01/2021,"Natya Ubud is a stunning resort. The bedrooms are beautiful and clean, the view is totally amazing, the place is very quiet and peaceful. The stuff is very nice and helpful, the food is good and the price is honest. I will be back as soon as possible!"
The Kayon Jungle Resort by Pramana,Kayon Jungle Resort Best View for Honeymoon moments,10/01/2021,"Kayon Jungle Resort adalah salah 1 Dream Come True kami. Pernah kami doakan dan pasang foto Kayon Jungle ini pd taun 2019 dan bilang bahwa someday pasti kesini. Dan Semua menjadi Nyata. Okt 2021 kami merayakan 10th anniversary kami disini. Bener2 Hidden Paradise 🥰🥰 Cocok bangetsss untuk Honeymoon, Fasilitas, konsep resort, service, nuansa kamar private poolnya cakep banget, nuansa villa yg sunyi nyaman , makanan minuman nya overall enak , wah semuanya saya kasi nilai 10 ❤🥰 2 malam kami nginap disini, Dan someday kami pasti akan kesini lagi. Buat yang honeymoon dan suka dengan suasana alam yg sunyi, jauh dr keramaian, Kayon Jungle Bisa jd salah 1 pilihan nya 👍👍👍😁😁 Thank you somuch Kayon Jungle Resort. Sukses terus & sehat selalu untuk semua staff Warm Regards…"
The Kayon Jungle Resort by Pramana,High standard Hospitality,10/01/2021,The spacious room and friendly staff. Qne of charming and smart name Septi who serving us in front office. The best place for having my first Yoga. The scenery and the yogis made my 1st yoga easier. Enjoying shuttle service to Ubud centre.
The Kayon Jungle Resort by Pramana,The kayon jungle resort moment,09/01/2021,"I stay with family, very incredible experience in valley jungle resort, my children love the swimming pool , very fresh and also have good food especially ikan bakar bali Thankfull for the staff for doing upgrade in my room Always give best services....."
The Kayon Jungle Resort by Pramana,Satisfaction guarantee,09/01/2021,"I have stay several resort in ubud, for me, Kayon jungle is the best one. Their harmful hospitality, comfort, clean, spacious room, beautiful view, unique concept, delicious breakfast. Someday i will back and stay here again. Strongly recommended."
The Kayon Jungle Resort by Pramana,Birthday holiday,09/01/2021,"The kayon jungle resort such a beautiful resort we was stay at jungle pool villa with beautiful view,hospitalty,staff ,food,service was very perfect as weel as the serayu spa Andi is our masseuse he is amazing as special resort manager pak Made suhartana he is very kind and friendly. There are 3 level big pool and jacuzzi with amazing view make our holiday very happy.i will be back again for sure. thank you pak Made Suhartana and kayon jungle resort team for taking care of us."
Aksari Villa Seminyak,Everything is very well handled,10/01/2021,"Everything is at they advertised it. Everything is clean and Alexa is a nice touch. Oh and they will cater to everything you need including delivery of gofood order, which is nice. Thank you for the hospitality :)"
Aksari Villa Seminyak,Aksari villa,10/01/2021,"Kami.menginap di aksari selama 2 malam dan booking langsung lewat reservasi ,mendapat pelayanan yang sangat ramah dari semua staff yang ada , saat malam kami diberikan spesial dekorasinon the bed yang sanhat cantik"
Aksari Villa Seminyak,honeymoon,10/01/2021,"very good hotel pelayanan ramah dan kolam renang bersih, air juga bagus , ac berjalan dingin, kompornya nyala dan staff ramah serta helpfull, terima kasih aksari untuk pelayanan yang sangat memuaskan sekali"
Aksari Villa Seminyak,Staycation vibes,10/01/2021,"Super & cosy ! Aksari villa best pokoknya, Pelayanan staffnya sangat ramah sekali, kamarnya sangat nyaman untuk ditempati, betah bangat berliburan disini ,nextnya mau balik kesini lagi bareng keluarga😍😍"
Aksari Villa Seminyak,B'day aksari,10/01/2021,"Kami merayakan ulang tahun di aksari yang ke 24 dan mendapatkan special wording di bed , kami merasa sangat senang dan nyaman menginap walau villanya tidak begitu luas , bathtub dan private pool dan hammock juga sangat bagua"
Aksari Villa Seminyak,holiday with mapren😎,10/01/2021,"spechless sama villa nya bersih rapi pokoknya ++, staff villa ramah bangetttt monangis😭, sayang banget cuman 2malam, betah banget disiniiii, gangebosenin, kemana aja dekett, next holiday ke Bali pasti nginap nya di Aksari Villa Seminyak lagi, see u when i see u Aksari Villa Seminyak😭🖤"
Aksari Villa Seminyak,Recommended villa to stay with private pool! 😍,10/01/2021,Strategic location at Seminyak. It is very comfy place to stay! What a momerable experience with family also with love ones. You can also decorate events here like anniversary or anything else 😊 recommended!
Aksari Villa Seminyak,Aksari villa,10/01/2021,Best for couple ! I love it ❤️❤️ Thankyou for romantic villas Seneng banget kamarnya dan bathtub bisa di dekor2 gini Buat monent birthday makin asik ! Dan pelayanannya oke banget sii ! Best hospitality ❤️
Aksari Villa Seminyak,Honeymoon,10/01/2021,"Tempatnya homey,pelayanan ramah,tempat bersih & lokasi strategis ga jauh mau kemana pun.Proses check in cepat tanpa kendala,fasilitas villa juga oke banget juga dingin dgn doble ac + sirkulasi udara di ruangan tidak membuat room pengap.Next trip akan kembali lg,recommended banget 👍"
Aksari Villa Seminyak,Romantic Villa,10/01/2021,"Nyaman sekali villanya, bersih, ada poolnya, stafnya baik dan ramah semua dianter buat ngambilin barang. Terus ac nya jg mantaaapp dan akses ke tempat lain jg mudah jd ga susah kemana mana. Next time pasti kesini lg. Thankyou aksari"
Aksari Villa Seminyak,Aksari,10/01/2021,"Kami stay dengan sangat menyenangkan di aksari villa..😍😍 hujan hujan dingin banget dikamar jad harus matiin ac ..sambil nonton netflix , potoan dekat bathtub dan ayunan senang sekali karena banyak spot potonya pokoknya asik banget"
Aksari Villa Seminyak,Honeymoon,10/01/2021,"Villa nya bagus nyaman bersih, alat nya lengkap semua pelayanan cepat ramah sopan santun. Cocok untuk pasangan honeymoon maupun liburan untuk keluarga. Sangat rekomendasi untuk yang ingin menginap di seminyak"
Aksari Villa Seminyak,Netflux di aksari,10/01/2021,"We stayed di aksari for couple day and really happy..kami di ksi welcome drink dari daun pandan dan dijelaskan mengenai daerah sekitar..disana ada netflix yang paling seru untuk dikamar dan ada hammock untuk santai pokoknya waiting for us , will back soon"
Aksari Villa Seminyak,Liburan aksari,10/01/2021,"Kami mynginap diaksari diawal oktober kemarin Sama 3 hari dua malam yang terkesan sangat menyenangkan..kami sangar menikmati liburan di aksari dengan swmua fasilitas yang diberikan sangat puas, staff semua friendly"
Aksari Villa Seminyak,Trip at aksari,10/01/2021,Villa ini sangat nyaman untuk liburan berdua ..fasilitas sangat menarik dan sesuai dengan apa yang di mention di web 😚😚😚 sangat sangat ramah ..staff semua ramah dan sangat membantu jadi aman buat kami cuma parkir yang kurang .
Aksari Villa Seminyak,Great villa,10/01/2021,Lokasi villa aksari cukup strategis terletak dekat dengan pantai walaupun terkesan ada ditwmpat yang sunyi di aksari kami disambut dengan kompak oleh mbak dea dan bli ardi di assist dengan baik ke dalam villa..dijelaskan fasilitas yang menarik dari netflix sampai dengan restaurant sekitar.
